transaction_date,post_date,description,category,type,amount,transaction_class,source_file,account_type,institution,month
2026-06-14,2026-06-15,GEICO  *AUTO,Bills & Utilities,Sale,-153.98,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-14,2026-06-15,TST* SHIKI JAPANESE CUSIN,Food & Drink,Sale,-80.56,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-15,2026-06-15,Whole Foods STC 10267,Groceries,Sale,-12.98,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-14,2026-06-14,TESLA SUPERCHARGER US,Automotive,Sale,-24.61,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-13,2026-06-14,MCDONALD'S F2419,Food & Drink,Sale,-6.78,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-13,2026-06-14,MCDONALD'S F4524,Food & Drink,Sale,-12.95,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-14,2026-06-14,TESLA SUPERCHARGER US,Automotive,Sale,-11.91,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-13,2026-06-14,NEW LEAF MARKET,Groceries,Sale,-16.32,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-13,2026-06-14,Sky Zone San Jose Camb,Entertainment,Sale,-37.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-12,2026-06-14,CVS/PHARMACY #09894,Health & Wellness,Sale,-7.79,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-12,2026-06-14,CHARGEPOINT 8887584389,Automotive,Sale,-7.3,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-12,2026-06-14,Amazon.com*R04RI57P3,Shopping,Sale,-22.1,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-11,2026-06-14,Safelite Stores,Automotive,Sale,-50.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-11,2026-06-14,CHARGEPOINT 8887584389,Automotive,Sale,-2.55,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-12,2026-06-14,TESLA SUPERCHARGER US,Automotive,Sale,-16.05,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-11,2026-06-14,APPLIEDMATERIALB52CAFE,Food & Drink,Sale,-7.96,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-11,2026-06-12,SANTA CLARA GROCERY,Groceries,Sale,-91.14,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-10,2026-06-12,APPLIEDMATERIALB52CAFE,Food & Drink,Sale,-7.65,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-10,2026-06-12,CHARGEPOINT 8887584389,Automotive,Sale,-5.34,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-10,2026-06-11,CVS/PHARMACY #09894,Health & Wellness,Sale,-3.95,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-11,2026-06-11,Amazon.com*U30M682H3,Shopping,Sale,-14.54,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-10,2026-06-11,UEP*PING'S BISTRO CUPERTI,Food & Drink,Sale,-52.66,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-08,2026-06-10,CHARGEPOINT 8887584389,Automotive,Sale,-14.45,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-09,2026-06-10,TST* DAINTY CUISINE,Food & Drink,Sale,-16.36,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-08,2026-06-10,TRADER JOE S #232,Groceries,Sale,-41.53,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-08,2026-06-10,APPLIEDMATERIALB52CAFE,Food & Drink,Sale,-6.03,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-10,2026-06-10,AMAZON MKTPL*4F9EU6I13,Shopping,Sale,-21.86,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-07,2026-06-09,TARGET T-0323,Shopping,Sale,-31.27,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-08,2026-06-09,PLEASANTON WATER FEE,Bills & Utilities,Sale,-3.14,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-08,2026-06-09,WHOLEFDS BLL 10320,Groceries,Sale,-21.38,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-08,2026-06-09,MCDONALD'S F3769,Food & Drink,Sale,-14.25,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-07,2026-06-09,UNITED      0164702922126,Travel,Sale,-28.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-07,2026-06-09,UNITED      0164702922125,Travel,Sale,-45.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-08,2026-06-09,PLEASANTON WATER,Bills & Utilities,Sale,-125.58,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-07,2026-06-08,DEANZA SHELL,Gas,Sale,-11.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-07,2026-06-08,SPRING AIRLI0000531702252,Travel,Sale,-770.9,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-06,2026-06-08,TST*SHIHLIN STREET SNACK,Food & Drink,Sale,-16.74,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-06,2026-06-08,VILLASPORT SJ CAFE,Food & Drink,Sale,-4.95,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-07,2026-06-08,UNITED      0162109597485,Travel,Sale,-1384.33,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-07,2026-06-08,CHILI'S SANTA CLARA,Food & Drink,Sale,-68.09,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-07,2026-06-08,TARGET T-0323,Shopping,Sale,-12.06,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-06,2026-06-08,TRADER JOE S #232,Groceries,Sale,-43.72,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-04,2026-06-07,APPLIEDMATERIALB52CAFE,Food & Drink,Sale,-7.88,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-07,2026-06-07,Whole Foods STC 10267,Groceries,Sale,-7.09,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-05,2026-06-07,CVS/PHARMACY #09894,Health & Wellness,Sale,-3.95,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-05,2026-06-07,TRADER JOE S #232,Groceries,Sale,-25.51,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-05,2026-06-07,Kindle Svcs*Q63R72Y33,Shopping,Sale,-0.23,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-06,2026-06-07,AMAZON MKTPL*BK8V118T1,Shopping,Sale,-23.09,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-06,2026-06-07,MCDONALD'S F4524,Food & Drink,Sale,-6.37,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-05,2026-06-07,TRADER JOE S #232,Groceries,Sale,-52.56,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-05,2026-06-07,OX9 LANZHOU HANDPULLED N,Food & Drink,Sale,-28.94,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-05,2026-06-07,Whole Foods SCA 10633,Groceries,Sale,-4.71,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-05,2026-06-07,Whole Foods SCA 10633,Groceries,Sale,-11.26,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-06,2026-06-07,CVS/PHARMACY #09894,Health & Wellness,Sale,-7.69,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-06,2026-06-07,Amazon.com*4X85R8P43,Shopping,Sale,-58.96,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-05,2026-06-07,Whole Foods SCA 10633,Groceries,Sale,-4.9,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-06,2026-06-07,LION FOOD CENTER,Groceries,Sale,-69.61,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-05,2026-06-07,THE HOME DEPOT #6635,Home,Sale,-15.36,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-05,2026-06-07,NOTARIZE DBA PROOF.COM,Professional Services,Sale,-50.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-06,2026-06-07,Kindle Svcs*533268VM3,Shopping,Sale,-3.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-05,2026-06-07,AMAZON MKTPL*UW42D5C93,Shopping,Sale,-9.87,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-04,2026-06-07,NIJIYA MARKET #61,Groceries,Sale,-7.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-04,2026-06-05,FASTRAK VIOLATION CENT,Travel,Sale,-10.75,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-04,2026-06-05,WHOLEFDS STC 10267,Groceries,Sale,-6.48,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-04,2026-06-05,CHARGEPOINT 8887584389,Automotive,Sale,-7.05,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-05,2026-06-05,Whole Foods STC 10267,Groceries,Sale,-13.28,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-05,2026-06-05,Amazon.com*U31KC4Z83,Shopping,Sale,-15.57,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-03,2026-06-04,LION FOOD CENTER,Groceries,Sale,-49.5,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-03,2026-06-04,Amazon.com*G059303D3,Shopping,Sale,-56.26,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-02,2026-06-04,CHARGEPOINT 8887584389,Automotive,Sale,-3.01,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-03,2026-06-04,CVS/PHARMACY #09894,Health & Wellness,Sale,-3.95,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-04,2026-06-04,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.27,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-02,2026-06-04,Alipay*Amap Taxi,Professional Services,Sale,-9.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-02,2026-06-04,TRADER JOE S #232,Groceries,Sale,-29.04,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-03,2026-06-04,99 RANCH #1779,Groceries,Sale,-29.6,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-02,2026-06-03,Amazon.com*L19GP9SS3,Shopping,Sale,-139.47,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-01,2026-06-03,APPLIEDMBOWERSCAFE,Food & Drink,Sale,-8.26,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-01,2026-06-03,CHARGEPOINT 8887584389,Automotive,Sale,-11.67,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-01,2026-06-03,CALIFORNIA SPORTS CENTER,Education,Sale,-65.5,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-02,2026-06-03,WHOLEFDS STC 10267,Groceries,Sale,-28.14,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-02,2026-06-03,CVS/PHARMACY #09894,Health & Wellness,Sale,-7.1,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-01,2026-06-02,USA FENCING,Gifts & Donations,Sale,-101.28,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-01,2026-06-02,WHOLEFDS STC 10267,Groceries,Sale,-85.62,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-02,2026-06-02,Amazon.com*CZ08L4TH3,Shopping,Sale,-10.51,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-01,2026-06-02,IN *SILICON VALLEY FENCIN,Personal,Sale,-630.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-05-29,2026-06-02,TAOBAO,Shopping,Return,3.01,refund,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-06-01,2026-06-02,PY *HOMESHIELD BAY AREA,Home,Sale,-52.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-01,2026-06-01,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.44,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-05-31,2026-06-01,MTR-KIOSK PAYMENT04100,Travel,Sale,-14.68,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-30,2026-06-01,TRADER JOE S #232,Groceries,Sale,-62.95,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-06-01,2026-06-01,WEEE INC.,Groceries,Sale,-84.54,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-06-01,2026-06-01,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.91,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-06
2026-05-31,2026-06-01,KPAY*COOKIES QUARTET -,Food & Drink,Sale,-30.39,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-30,2026-06-01,STARBUCKS STORE 05217,Food & Drink,Sale,-2.45,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-31,2026-06-01,LION FOOD CENTER,Groceries,Sale,-59.87,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-30,2026-05-31,MCDONALD'S F654,Food & Drink,Sale,-7.1,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-29,2026-05-31,EPCOR AZ/EZ-PAY,Bills & Utilities,Sale,-104.53,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-30,2026-05-31,Whole Foods STC 10267,Groceries,Sale,-28.13,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-30,2026-05-31,TST* DAINTY CUISINE,Food & Drink,Sale,-18.54,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-30,2026-05-31,SSP*Bintang Badminton,Health & Wellness,Sale,-360.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-29,2026-05-31,CHARGEPOINT 8887584389,Automotive,Sale,-6.47,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-30,2026-05-31,Sky Zone San Jose Camb,Entertainment,Sale,-4.8,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-30,2026-05-31,CVS/PHARMACY #09894,Health & Wellness,Sale,-7.69,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-29,2026-05-31,CALIFORNIA SPORTS CENTER,Education,Sale,-730.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-29,2026-05-31,CHARGEPOINT 8887584389,Automotive,Sale,-4.35,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-28,2026-05-29,CVS/PHARMACY #09894,Health & Wellness,Sale,-7.69,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-28,2026-05-29,CHARGEPOINT 8887584389,Automotive,Sale,-4.94,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-28,2026-05-29,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-20.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-27,2026-05-29,TRADER JOE S #232,Groceries,Sale,-36.95,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-28,2026-05-28,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.44,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-27,2026-05-28,MTR-KIOSK PAYMENT04100,Travel,Sale,-14.68,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-27,2026-05-28,AMAZON MKTPL*Y40BW9ZY3,Shopping,Sale,-21.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-27,2026-05-28,TAOBAO,Shopping,Sale,-20.48,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-27,2026-05-28,Amazon.com*J410Z3PN3,Shopping,Sale,-21.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-27,2026-05-28,AMAZON MKTPL*0U9P89F23,Shopping,Sale,-28.58,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-28,2026-05-28,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.07,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-27,2026-05-28,ALP*Amap Taxi,Professional Services,Sale,-2.43,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-27,2026-05-28,Whole Foods STC 10267,Groceries,Sale,-45.95,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-27,2026-05-28,AMAZON MKTPL*1U86Y5XG3,Shopping,Sale,-135.28,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-27,2026-05-28,Amazon.com*388Z04OS3,Shopping,Sale,-14.16,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-26,2026-05-27,AMAZON MKTPL*AG27B3GO3,Shopping,Sale,-142.4,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-25,2026-05-27,AUTOZONE #3337,Automotive,Return,22.0,refund,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-25,2026-05-27,THE HOME DEPOT 6635,Home,Sale,-26.37,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-26,2026-05-27,WHOLEFDS STC 10267,Groceries,Sale,-21.87,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-25,2026-05-27,THE HOME DEPOT #6635,Home,Sale,-3.05,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-27,2026-05-27,GOOGLE *YouTubePremium,Bills & Utilities,Sale,-15.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-26,2026-05-27,a.saily,Shopping,Sale,-26.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-25,2026-05-27,THE HOME DEPOT #6635,Home,Sale,-18.12,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-26,2026-05-27,CVS/PHARMACY #09894,Health & Wellness,Sale,-10.53,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-25,2026-05-27,THE HOME DEPOT #6635,Home,Return,18.12,refund,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-25,2026-05-26,AUTOZONE #3337,Automotive,Sale,-311.48,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-24,2026-05-26,SURF THRU PLEASANTON,Automotive,Sale,-20.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-25,2026-05-26,SQ *NICK THE GREEK VALLEY,Food & Drink,Sale,-18.27,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-25,2026-05-26,SQ *NICK THE GREEK VALLEY,Food & Drink,Sale,-17.77,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-25,2026-05-26,WHOLEFDS STC 10267,Groceries,Sale,-22.02,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-25,2026-05-26,TST* WETZEL'S PRETZELS -,Food & Drink,Sale,-11.32,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-25,2026-05-26,TST* FRANKNFURTERS - VALL,Food & Drink,Sale,-2.18,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-26,2026-05-26,TESLA SUPERCHARGER US,Automotive,Sale,-10.2,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-24,2026-05-25,WHOLEFDS STC 10267,Groceries,Sale,-18.39,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-25,2026-05-25,HELP.HBOMAX.COM,Bills & Utilities,Sale,-18.49,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-25,2026-05-25,Sky Zone San Jose Camb,Entertainment,Sale,-4.8,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-23,2026-05-25,TRADER JOE S #232,Groceries,Sale,-19.04,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-24,2026-05-25,THE UPS STORE 0345,Personal,Sale,-33.08,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-25,2026-05-25,Amazon.com*LI4BC0N93,Shopping,Sale,-24.43,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-25,2026-05-25,Amazon.com*UW0460JQ3,Shopping,Sale,-13.35,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-24,2026-05-25,LION FOOD CENTER,Groceries,Sale,-38.83,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-24,2026-05-25,LAZ PARKING M18387-WC,Travel,Sale,-2.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-23,2026-05-24,TARGET        00003236,Shopping,Sale,-40.59,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-23,2026-05-24,ABC*6064-VIM AND VIGOR,Health & Wellness,Sale,-9.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-22,2026-05-24,WHOLEFDS SCA #10633,Groceries,Sale,-12.21,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-23,2026-05-24,WHOLEFDS STC 10267,Groceries,Sale,-10.53,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-23,2026-05-24,OX9 LANZHOU HANDPULLED N,Food & Drink,Sale,-8.61,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-21,2026-05-24,APPLIEDMATERIALB52CAFE,Food & Drink,Sale,-9.43,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-21,2026-05-24,TRADER JOE S #232,Groceries,Sale,-47.85,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-24,2026-05-24,Amazon.com*T57792MT3,Shopping,Sale,-24.71,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-24,2026-05-24,POP MART Americas Inc.,Shopping,Sale,-43.74,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-23,2026-05-24,TESLA SUPERCHARGER US,Automotive,Sale,-14.3,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
2026-05-21,2026-05-24,CHARGEPOINT 8887584389,Automotive,Sale,-4.65,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-05
